date,OPEN,CLOSE,HIGH,LOW,VOLUME
2021-01-15,282.55,276.9,286.16,276.0,73774870
2021-01-18,275.72,279.79,281.3,272.95,73935650
2021-01-19,280.98,278.19,282.8,276.42,55998820
2021-01-20,278.62,279.8,282.49,276.77,47940980
2021-01-21,280.75,274.4,281.54,272.84,83795610
2021-01-22,273.0,268.25,273.3,266.78,87007610
2021-01-25,271.0,265.3,273.63,261.65,114330950
2021-01-26,262.7,269.34,269.57,262.61,75228120
2021-01-27,270.07,265.5,273.8,265.02,100093260
2021-01-28,263.5,265.96,267.17,261.17,81253290
2021-01-29,263.77,258.11,264.75,257.36,120123710
2021-02-01,260.0,263.8,264.06,258.73,63130400
2021-02-02,265.0,263.15,268.39,263.05,79534190
2021-02-03,264.32,263.53,268.14,261.05,77648760
2021-02-04,263.21,270.11,270.6,262.34,78929290
2021-02-05,271.99,271.7,272.57,268.87,71806820
2021-02-08,273.01,275.2,275.58,272.32,51878390
2021-02-09,275.99,268.98,276.29,267.19,91921510
2021-02-10,269.28,265.9,270.99,265.2,63087490
2021-02-11,265.5,264.7,266.9,263.75,38669800
2021-02-12,264.0,266.0,266.44,258.55,81658530
2021-02-15,268.49,271.81,271.87,267.07,56945310
2021-02-16,272.3,270.9,272.8,268.27,63103170
2021-02-17,270.99,270.9,275.07,267.56,79103850
2021-02-18,270.35,266.99,272.46,266.21,58729690
2021-02-19,266.12,271.34,272.81,264.19,59268550
2021-02-20,271.0,270.51,271.0,269.02,8763250
2021-02-22,270.1,273.71,274.46,268.12,48129770
2021-02-24,272.12,271.9,272.75,269.42,64190320
2021-02-25,273.6,270.71,276.48,270.65,79716010
2021-02-26,268.0,270.17,272.49,266.43,74892050
2021-03-01,273.0,273.58,274.73,271.13,35962010
2021-03-02,271.89,279.1,280.0,271.6,71566360
2021-03-03,281.7,278.01,283.83,277.63,64275320
2021-03-04,278.5,274.75,281.96,273.63,91991370
2021-03-05,276.0,277.5,278.98,272.76,83551110
2021-03-09,278.8,285.79,286.38,277.56,72788180
2021-03-10,285.24,282.24,288.0,281.0,55155180
2021-03-11,283.84,286.0,286.38,282.3,47365180
2021-03-12,286.3,284.93,287.49,282.82,51540190
2021-03-15,286.05,292.74,292.92,285.28,67805740
2021-03-16,293.06,292.33,293.88,288.61,53921730
2021-03-17,292.35,283.35,293.25,279.6,110292330
2021-03-18,284.04,279.25,285.79,278.24,74128740
2021-03-19,279.0,285.47,286.31,278.03,84249430
2021-03-22,285.0,288.65,291.2,283.08,62762410
2021-03-23,287.56,282.6,288.3,282.11,70760630
2021-03-24,283.4,285.79,288.0,282.25,46411230
2021-03-25,286.5,286.66,287.03,283.85,35216620
2021-03-26,288.63,291.22,292.75,288.32,56072880
2021-03-29,289.72,293.3,294.09,289.26,43681330
2021-03-30,294.86,293.25,295.72,291.5,38806220
2021-03-31,294.0,291.02,294.42,290.26,46996880
2021-04-01,292.0,290.24,294.72,288.43,51601440
2021-04-02,290.81,291.7,292.4,289.14,19279180
2021-04-05,290.8,288.78,291.48,287.07,35363370
2021-04-06,289.0,281.5,289.43,281.37,77530890
2021-04-07,281.68,283.98,284.29,278.54,74146060
2021-04-08,284.88,283.89,286.2,282.17,51289780
2021-04-09,283.47,281.07,283.79,280.09,40033420
2021-04-12,278.2,281.75,285.35,278.0,57180030
2021-04-13,282.93,287.95,288.2,281.14,67973530
2021-04-14,290.0,287.18,291.58,286.72,59364940
2021-04-15,281.5,283.72,285.19,280.87,88048600
2021-04-16,285.71,288.5,289.3,284.08,63499000
2021-04-19,287.86,287.72,289.25,286.04,51327720
2021-04-20,288.9,287.42,290.92,286.59,63197880
2021-04-21,288.01,289.25,290.2,287.06,49792800
2021-04-22,289.04,292.18,294.67,286.93,73632070
2021-04-23,293.1,293.19,294.2,290.78,42651330
2021-04-26,294.3,295.27,296.48,293.1,45760050
2021-04-27,295.74,298.5,300.25,295.61,62853160
2021-04-28,299.0,298.49,299.26,295.89,40622520
2021-04-29,301.0,297.1,301.84,294.79,57082260
2021-04-30,296.92,297.73,298.1,295.03,35679650
2021-05-04,298.7,303.7,304.23,298.2,60457530
2021-05-05,304.01,305.99,306.03,302.71,41715270
2021-05-06,306.29,314.72,314.98,306.25,62565270
2021-05-07,316.0,317.94,319.16,315.48,56433970
2021-05-10,318.26,320.19,320.19,314.31,59248110
2021-05-11,303.0,307.16,309.48,301.0,79945470
2021-05-12,307.39,302.02,309.24,302.0,56142830
2021-05-13,302.11,306.74,306.86,299.33,57721460
2021-05-14,308.2,304.1,308.24,302.33,26858430
2021-05-17,303.5,303.94,305.24,301.01,28384220
2021-05-18,305.01,305.78,306.62,303.33,35496400
2021-05-19,304.38,297.0,304.88,295.1,71747950
2021-05-20,297.94,296.72,298.37,293.0,58510610
2021-05-21,296.85,301.23,302.98,294.9,51415080
2021-05-24,302.02,300.7,304.75,299.59,30831530
2021-05-25,301.77,306.8,307.4,301.57,37547680
2021-05-26,307.84,307.01,309.5,305.33,35358520
2021-05-27,306.39,312.72,313.9,305.72,70753690
2021-05-28,313.3,309.56,314.0,309.06,35484140
2021-05-31,309.3,310.79,312.6,308.82,23683010
2021-06-01,312.6,311.6,314.17,310.03,37655890
2021-06-02,311.6,313.98,314.0,310.61,27008780
2021-06-03,314.81,312.41,315.71,309.87,34546320
2021-06-04,313.0,310.94,313.0,307.6,37126650
2021-06-07,310.03,315.53,316.0,308.57,40197440
2021-06-08,315.29,314.83,316.18,312.5,34944620
2021-06-09,315.0,314.78,315.9,312.9,25152290
2021-06-10,314.87,314.62,316.58,313.76,29211800
2021-06-11,314.88,313.0,315.08,312.5,21924900
2021-06-14,313.48,314.12,314.87,310.4,25517710
2021-06-15,314.14,312.51,315.6,312.4,29741250
2021-06-16,312.5,311.61,314.54,311.03,38253860
2021-06-17,311.0,313.9,315.42,310.46,44322800
2021-06-18,312.9,309.3,313.82,308.13,62462450
2021-06-21,308.47,310.4,310.4,306.56,36129780
2021-06-22,310.79,309.73,311.17,308.13,23538080
2021-06-23,310.45,309.79,312.0,308.69,24831290
2021-06-24,309.8,310.0,311.2,308.84,19725240
2021-06-25,310.58,311.81,312.5,309.82,22598640
2021-06-28,311.77,309.48,312.06,309.13,19460180
2021-06-29,308.7,306.1,309.23,303.66,33944770
2021-06-30,306.19,306.45,306.91,303.34,31549580
2021-07-01,306.0,305.78,307.35,305.0,19989790
2021-07-02,305.52,307.39,308.37,304.71,28908330
2021-07-05,307.81,307.0,308.11,304.8,16509700
2021-07-06,307.32,303.34,307.59,302.37,32694440
2021-07-07,303.98,304.06,306.2,302.85,22676030
2021-07-08,303.0,302.63,304.3,300.62,30771300
2021-07-09,302.7,303.56,304.1,301.22,20527240
2021-07-12,303.55,306.23,306.27,301.52,25302270
2021-07-13,306.81,303.0,307.22,302.11,21270580
2021-07-14,302.7,301.5,303.69,300.74,23974320
2021-07-15,301.13,301.72,303.5,299.77,21111670
2021-07-16,302.05,298.85,304.78,298.57,34533280
2021-07-19,298.0,291.46,298.36,290.03,41320510
2021-07-20,292.33,296.1,296.8,292.3,35594130
2021-07-21,296.0,294.86,296.94,293.54,17541560
2021-07-22,295.77,297.27,298.17,294.43,20344800
2021-07-23,297.49,296.38,298.69,295.04,14967220
2021-07-26,294.0,303.34,303.68,291.98,34024050
2021-07-27,302.66,299.71,304.59,299.38,38608790
2021-07-28,300.43,302.9,302.98,300.0,27009120
2021-07-29,304.13,303.12,305.27,303.03,28037210
2021-07-30,302.48,305.59,306.67,301.12,49731920
2021-08-02,306.23,306.51,308.63,306.06,31593540
2021-08-03,306.31,309.89,309.89,306.25,33931370
2021-08-04,310.26,311.1,312.0,309.25,30932050
2021-08-05,311.02,315.82,315.91,310.82,37329160
2021-08-06,316.2,319.15,320.0,315.31,54141450
2021-08-09,318.59,326.91,328.3,317.62,72070400
2021-08-10,328.05,330.11,331.29,326.97,41541930
2021-08-11,330.7,329.9,330.98,326.21,34452160
2021-08-12,330.0,328.57,330.64,327.3,21002650
2021-08-13,328.6,328.68,330.27,327.31,18816130
2021-08-16,327.59,329.36,330.52,327.13,23953750
2021-08-17,329.0,334.5,335.7,328.55,42472520
2021-08-18,336.0,334.9,338.99,333.26,36356910
2021-08-19,333.5,332.69,334.0,329.1,46184030
2021-08-20,332.02,325.67,333.27,325.17,36393250
2021-08-23,327.85,329.22,329.81,326.55,20613110
2021-08-24,330.43,324.83,331.22,323.32,35762700
2021-08-25,324.3,324.57,325.32,321.26,28105390
2021-08-26,324.03,322.54,325.55,320.58,27529220
2021-08-27,323.71,327.41,327.5,321.8,27848390
2021-08-30,328.43,328.28,329.38,326.51,20402150
2021-08-31,328.5,327.94,330.48,327.3,32464730
2021-09-01,328.87,334.57,334.64,328.03,30698660
2021-09-02,334.67,329.0,334.91,328.77,31605740
2021-09-03,329.47,329.71,330.53,326.62,29626390
2021-09-06,330.0,329.37,331.45,328.5,17491440
2021-09-07,329.82,325.96,330.73,324.64,24448110
2021-09-08,325.96,331.7,332.74,322.84,47841520
2021-09-09,330.4,326.01,330.4,325.69,29962700
2021-09-10,328.01,326.25,328.43,325.21,17532340
2021-09-13,327.01,327.41,328.14,324.01,24365060
2021-09-14,327.45,326.48,328.84,325.48,22505240
2021-09-15,326.46,333.51,334.6,326.46,43834510
2021-09-16,333.04,326.99,334.5,324.91,62503480
2021-09-17,326.9,329.56,331.73,325.7,54126320
2021-09-20,327.01,326.92,328.85,325.0,31832600
2021-09-21,328.44,323.25,329.48,322.39,47769290
2021-09-22,325.28,327.8,328.9,322.5,38198960
2021-09-23,328.94,327.02,329.4,325.13,27071410
2021-09-24,326.08,325.44,326.23,323.62,24584330
2021-09-27,326.39,331.68,332.46,326.09,34410300
2021-09-28,332.07,329.3,334.48,328.32,52542880
2021-09-29,329.09,328.43,330.45,327.15,27649210
2021-09-30,328.93,328.5,333.88,328.16,17719290
